ParticipanteID	CPF	NomeRazaoSocial	TURMA_CURSO_AMARELO	TURMA_CURSO_VERDE	TURMA_CURSO_VERMELHO	TURMA_CURSO_AZUL	Cargo	Login	email	Telefone
11988	00000000108	ARCU NUNC TINCIDUNT SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	etiam38439	8216491@email.com	(70) 94932383
12099	00000000109	FELIS QUIS LACINIA SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	et92805	879584@email.com	(18) 33612538
12210	00000000110	VITAE ARCU ERAT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	tortor61192	5431482@email.com	(90) 81455958
12321	00000000111	PHASELLUS NON	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AGENTE ADMINISTRATIVO	in17514	8130063@email.com	(80) 97769754
12432	00000000112	SEMPER TURPIS UT ALIQUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lectus40902	2721238@email.com	(26) 56160100
12543	00000000113	DIAM VESTIBULUM MAGNA NISI	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	interdum24671	369500@email.com	(44) 19698080
12654	00000000114	ALIQUET CONVALLIS ENIM AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	euismod67839	7807055@email.com	(30) 1173410
12765	00000000115	LOBORTIS INTERDUM MAURIS CURABITUR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	proin94828	6913615@email.com	(80) 29244024
12876	00000000116	FACILISIS EUISMOD DOLOR SIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	neque90873	4903614@email.com	(78) 74390905
12987	00000000117	AMET PULVINAR NISI CONSECTETUR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	massa93434	3767325@email.com	(22) 51206789
13098	00000000118	A CURABITUR NULLA IPSUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	volutpat5556	7145753@email.com	(95) 93769030
13209	00000000119	RUTRUM AC ALIQUET NON	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	id56101	284104@email.com	(81) 13563939
13320	00000000120	EGESTAS GRAVIDA IPSUM PELLENTESQUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nunc76814	3603784@email.com	(5) 81847294
13431	00000000121	CONGUE RHONCUS VULPUTATE PROIN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	et78526	1299150@email.com	(98) 39385101
13542	00000000122	SCELERISQUE SOLLICITUDIN VEHICULA VESTIBULUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	pharetra16232	3822658@email.com	(53) 18445207
13653	00000000123	VEL ARCU PLACERAT VENENATIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	Executivo Público 	bibendum75139	897082@email.com	(91) 73996673
13764	00000000124	NUNC EU VIVERRA MI	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERVISOR	purus79329	9850152@email.com	(49) 53683786
13875	00000000125	ETIAM PULVINAR VENENATIS SAPIEN	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	curabitur55539	4850702@email.com	(58) 95932407
13986	00000000126	DICTUM TEMPOR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR SERVICOS	in21399	5602855@email.com	(80) 30158973
14097	00000000127	QUISQUE PORTTITOR CONSECTETUR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	neque77050	2263714@email.com	(71) 62451498
14208	00000000128	CONSEQUAT QUISQUE SEM JUSTO	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR II	vitae45687	5331326@email.com	(49) 64071949
14319	00000000129	COMMODO SED LACINIA ET	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	AUXILIAR DE SERVIÇOS	libero65385	2845378@email.com	(15) 39525865
14430	00000000130	PULVINAR AC ANTE FUSCE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vehicula1593	7912562@email.com	(86) 36244512
14541	00000000131	FACILISIS TRISTIQUE URNA IN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	fringilla55967	4697377@email.com	(27) 65906838
14652	00000000132	TINCIDUNT LIGULA ELEIFEND SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	morbi35861	673764@email.com	(74) 42334671
14763	00000000133	PELLENTESQUE NON PULVINAR RISUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	nunc92304	8510662@email.com	(83) 1807668
14874	00000000134	MORBI ACCUMSAN URNA AT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eros72073	6271912@email.com	(54) 52351936
14985	00000000135	NIBH CONSEQUAT ID BIBENDUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	posuere26304	7229139@email.com	(80) 12299974
15096	00000000136	ELIT MATTIS NULLA VEL	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	et91066	8310101@email.com	(49) 29519322
15207	00000000137	LEO EGET LOREM VIVERRA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	metus1772	6664677@email.com	(63) 33909992
15318	00000000138	ALIQUAM ID VEL ODIO	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	sit6004	5928247@email.com	(63) 58727619
15429	00000000139	PELLENTESQUE DICTUM MAURIS NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	amet59321	414163@email.com	(54) 77149609
15540	00000000140	AC ULTRICIES LEO SUSCIPIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	auctor73515	5109200@email.com	(93) 34190283
15651	00000000141	AC INTEGER NEC NEQUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	venenatis87593	3857001@email.com	(23) 12344756
15762	00000000142	SIT AMET TELLUS TINCIDUNT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	tortor53745	3675474@email.com	(24) 56494953
15873	00000000143	FEUGIAT SED LOBORTIS RISUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR II	aenean53324	5111819@email.com	(58) 89933803
15984	00000000144	UT A MASSA ANTE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	placerat28384	9645753@email.com	(42) 89148826
16095	00000000145	ETIAM ERAT ARCU CONVALLIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	egestas78205	6985680@email.com	(80) 45577015
16206	00000000146	SED MALESUADA UT SCELERISQUE	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	varius9752	6844715@email.com	(13) 24081125
16317	00000000147	SED ELIT MAURIS LACINIA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	maecenas88871	2210373@email.com	(61) 39638221
16428	00000000148	FACILISIS EROS IN LUCTUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	at17681	9177847@email.com	(91) 7322917
16539	00000000149	VIVAMUS AT LEO ERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	libero52622	5375906@email.com	(79) 80208065
16650	00000000150	NULLAM PULVINAR NISI AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lacus76121	4505321@email.com	(95) 73155839
16761	00000000151	NIBH VENENATIS HENDRERIT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	pellentesque17765	8242473@email.com	(80) 81769080
16872	00000000152	SED ADIPISCING	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ac75876	1288514@email.com	(13) 38291929
16983	00000000153	RUTRUM EROS VEL LOBORTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nisi15524	1217709@email.com	(77) 7060420
17094	00000000154	METUS ORNARE VEL PRAESENT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	Detran - PF - Despachante	justo	5842163@email.com	(64) 5107488
17205	00000000155	ID PHARETRA TORTOR SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	GUARDA MUNICIPAL	proin72677	1989091@email.com	(56) 44194024
17316	00000000156	VENENATIS DICTUM COMMODO ETIAM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	faucibus36617	5264541@email.com	(0) 24274242
17427	00000000157	COMMODO TURPIS SED MATTIS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	viverra37301	3548294@email.com	(22) 67604913
17538	00000000158	LOBORTIS CURABITUR VITAE TURPIS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	ultricies81899	733448@email.com	(67) 67176713
17649	00000000159	IN DIAM DIGNISSIM FERMENTUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	aliquam44333	6988914@email.com	(41) 33569375
17760	00000000160	ID VITAE ENIM AENEAN	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	feugiat95214	8119732@email.com	(91) 56700786
17871	00000000161	VULPUTATE JUSTO NUNC ULLAMCORPER	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	nulla85837	578811@email.com	(35) 60143560
17982	00000000162	LUCTUS LOREM TEMPOR EU	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eu21024	7480435@email.com	(40) 8786047
18093	00000000163	NULLAM VITAE EROS A	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	neque15237	4987418@email.com	(72) 41376416
18204	00000000164	EST ULLAMCORPER PORTA VITAE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	eleifend88585	287088@email.com	(2) 32104653
18315	00000000165	AC ODIO PROIN AT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	bibendum76031	5492467@email.com	(94) 46090042
18426	00000000166	TELLUS TINCIDUNT FRINGILLA ANTE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	donec9652	2766968@email.com	(37) 37820383
18537	00000000167	VITAE AUCTOR LACUS NUNC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	egestas39709	5359686@email.com	(58) 50445964
18648	00000000168	EROS JUSTO HENDRERIT UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	rhoncus83964	6092124@email.com	(56) 8499607
18759	00000000169	ULTRICES ET FERMENTUM SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	molestie76264	709159@email.com	(10) 56055007
18870	00000000170	DIAM PHASELLUS RUTRUM VELIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vestibulum44787	8780666@email.com	(62) 76614393
18981	00000000171	AC RHONCUS VOLUTPAT ANTE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	ESCRITURARIO	lobortis54	5409433@email.com	(61) 40994800
19092	00000000172	ARCU BLANDIT LEO NEC	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	eros31647	3787712@email.com	(21) 61953297
19203	00000000173	POSUERE ANTE METUS NEC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sit83732	5548230@email.com	(12) 96468249
19314	00000000174	MAGNA INTEGER SED HENDRERIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	amet65910	2539534@email.com	(0) 18721614
19425	00000000175	LIGULA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nunc1271	6646747@email.com	(72) 97003939
19536	00000000176	NULLAM NEC QUAM IMPERDIET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	condimentum10899	374931@email.com	(33) 42233244
19647	00000000177	ELEMENTUM URNA NON EGESTAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	viverra61579	2333293@email.com	(26) 55419683
19758	00000000178	JUSTO CRAS QUIS TURPIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR I	fusce36009	2380200@email.com	(48) 84510998
19869	00000000179	VITAE TORTOR MOLLIS ELEIFEND	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO -	at12879	2029808@email.com	(99) 12254879
19980	00000000180	EGET NON TURPIS SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	leo59455	6063553@email.com	(31) 29575512
20091	00000000181	ERAT EROS PHARETRA CONSEQUAT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	dui47494	5944023@email.com	(61) 9135753
20202	00000000182	ORNARE UT SCELERISQUE PELLENTESQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	curabitur32886	6666257@email.com	(47) 77936052
20313	00000000183	IPSUM VIVAMUS TINCIDUNT SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	convallis6898	9048668@email.com	(43) 96952008
20424	00000000184	NIBH PELLENTESQUE RUTRUM PHASELLUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nec37925	3445343@email.com	(92) 90672211
20535	00000000185	MI LECTUS ELEIFEND SAGITTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sem84374	1829572@email.com	(83) 28210172
20646	00000000186	ARCU SED FAUCIBUS TINCIDUNT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed99036	9653316@email.com	(13) 42570930
20757	00000000187	TELLUS SUSPENDISSE QUIS VESTIBULUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ornare43943	3865801@email.com	(82) 83661097
20868	00000000188	MASSA ID SAGITTIS ORCI	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	morbi78529	6316690@email.com	(53) 35000988
20979	00000000189	UT NEC MASSA SIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	tristique22931	7395662@email.com	(1) 83738824
21090	00000000190	AMET TURPIS MOLESTIE MALESUADA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	varius1304	9549780@email.com	(66) 17842375
21201	00000000191	NUNC POSUERE ORCI ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	tristique54577	1288899@email.com	(54) 33687908
21312	00000000192	FAUCIBUS FRINGILLA VELIT EROS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	sed68100	3238518@email.com	(52) 71056445
21423	00000000193	MALESUADA QUAM UT LOBORTIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	ESCRITURARIO	vulputate46125	1902167@email.com	(49) 53746339
21534	00000000194	VELIT MAURIS EGET RISUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lacus49844	3802659@email.com	(67) 95407700
21645	00000000195	PELLENTESQUE AC SUSCIPIT ORCI	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	a69218	5756506@email.com	(31) 43211852
21756	00000000196	NAM QUIS EROS ULLAMCORPER	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	massa15123	745540@email.com	(53) 62679912
21867	00000000197	VOLUTPAT NISL VITAE ALIQUET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	pellentesque65491	9744146@email.com	(63) 29222475
21978	00000000198	ELIT AENEAN PULVINAR NISL	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	laoreet26384	6505888@email.com	(43) 75240050
22089	00000000199	TELLUS ET BLANDIT LACUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR TECNICO	donec43563	8229166@email.com	(10) 49713090
22200	00000000200	COMMODO EU ETIAM VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ATENDENTE	dignissim51919	1263441@email.com	(80) 85046718
22311	00000000201	SCELERISQUE ELIT ET TRISTIQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	massa39041	2189596@email.com	(66) 20744585
22422	00000000202	LIBERO FUSCE IACULIS NEQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sit72070	3043440@email.com	(20) 21957898
22533	00000000203	SED SUSCIPIT VEHICULA MAECENAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	amet31768	4015281@email.com	(86) 38155500
22644	00000000204	AC FEUGIAT ERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERINTENDENTE	congue20627	694944@email.com	(46) 81337200
22755	00000000205	SUSPENDISSE ADIPISCING	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	tincidunt61710	2569078@email.com	(49) 64123231
22866	00000000206	TURPIS SOLLICITUDIN ALIQUAM FERMENTUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	nulla84324	6903770@email.com	(58) 21202937
22977	00000000207	CURABITUR CONVALLIS DIAM QUIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR SERVIÇOS GERAIS	tincidunt55931	6531728@email.com	(38) 47120522
23088	00000000208	JUSTO SOLLICITUDIN PORTA ETIAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERVISOR	urna93690	718750@email.com	(87) 18626881
23199	00000000209	DAPIBUS FAUCIBUS FAUCIBUS DONEC	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	vel76825	9882990@email.com	(49) 27268834
23310	00000000210	BLANDIT NEC EST IN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ENCARREGADO A	urna73441	3680229@email.com	(77) 35627778
23421	00000000211	SUSCIPIT ETIAM SEMPER MALESUADA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	suscipit22806	2033427@email.com	(9) 75283136
23532	00000000212	MAURIS EGET VENENATIS QUISQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	a78677	762186@email.com	(91) 44215830
23643	00000000213	ORNARE NEQUE AUGUE ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	tincidunt60372	5836248@email.com	(33) 16129971
23754	00000000214	TRISTIQUE VELIT CONSEQUAT UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sem28429	7267211@email.com	(91) 61323100
